----------------------------------
LEDAFLOW Trends result file
----------------------------------
Created:,2026-07-13T03:03:07
LedaFlow version:,2.11.271
Case name:,case_final
Case type:,1D-2ph
Case uuid:,fdd84235-e7a2-4651-b946-d45cd4deb638

Time,MFR - gas@Line 1 P 500m,MFR - oil@Line 1 P 500m,MFR - bubbles@Line 1 P 500m,MFR - droplets@Line 1 P 500m,MFR - total gas@Line 1 P 500m,MFR - total liquid@Line 1 P 500m,MFR - total@Line 1 P 500m,Pressure@Line 1 P 500m,MFR - gas@Line 1 P 8500m,MFR - oil@Line 1 P 8500m,MFR - bubbles@Line 1 P 8500m,MFR - droplets@Line 1 P 8500m,MFR - total gas@Line 1 P 8500m,MFR - total liquid@Line 1 P 8500m,MFR - total@Line 1 P 8500m,Pressure@Line 1 P 8500m,MFR - gas@Line 2 P 500m,MFR - oil@Line 2 P 500m,MFR - bubbles@Line 2 P 500m,MFR - droplets@Line 2 P 500m,MFR - total gas@Line 2 P 500m,MFR - total liquid@Line 2 P 500m,MFR - total@Line 2 P 500m,Pressure@Line 2 P 500m,MFR - gas@Line 2 P 8500m,MFR - oil@Line 2 P 8500m,MFR - bubbles@Line 2 P 8500m,MFR - droplets@Line 2 P 8500m,MFR - total gas@Line 2 P 8500m,MFR - total liquid@Line 2 P 8500m,MFR - total@Line 2 P 8500m,Pressure@Line 2 P 8500m,MFR - gas@Mainline P 38500m,MFR - oil@Mainline P 38500m,MFR - bubbles@Mainline P 38500m,MFR - droplets@Mainline P 38500m,MFR - total gas@Mainline P 38500m,MFR - total liquid@Mainline P 38500m,MFR - total@Mainline P 38500m,Pressure@Mainline P 38500m,MFR - gas@Mainline P 500m,MFR - oil@Mainline P 500m,MFR - bubbles@Mainline P 500m,MFR - droplets@Mainline P 500m,MFR - total gas@Mainline P 500m,MFR - total liquid@Mainline P 500m,MFR - total@Mainline P 500m,Pressure@Mainline P 500m,Total MFR - gas@Well 1,Total MFR - oil@Well 1,Total MFR - total@Well 1,BHP - Zone 1@Well 1,BHT - gas - Zone 1@Well 1,BHT - oil - Zone 1@Well 1,MFR - gas - Zone 1@Well 1,MFR - oil - Zone 1@Well 1,MFR - total - Zone 1@Well 1,Std VFR - gas - Zone 1@Well 1,Std VFR - oil - Zone 1@Well 1,Total MFR - gas@Well 2,Total MFR - oil@Well 2,Total MFR - total@Well 2,BHP - Zone 1@Well 2,BHT - gas - Zone 1@Well 2,BHT - oil - Zone 1@Well 2,MFR - gas - Zone 1@Well 2,MFR - oil - Zone 1@Well 2,MFR - total - Zone 1@Well 2,Std VFR - gas - Zone 1@Well 2,Std VFR - oil - Zone 1@Well 2,Total MFR - gas@Well 3,Total MFR - oil@Well 3,Total MFR - total@Well 3,BHP - Zone 1@Well 3,BHT - gas - Zone 1@Well 3,BHT - oil - Zone 1@Well 3,MFR - gas - Zone 1@Well 3,MFR - oil - Zone 1@Well 3,MFR - total - Zone 1@Well 3,Std VFR - gas - Zone 1@Well 3,Std VFR - oil - Zone 1@Well 3,Total MFR - gas@Well 4,Total MFR - oil@Well 4,Total MFR - total@Well 4,BHP - Zone 1@Well 4,BHT - gas - Zone 1@Well 4,BHT - oil - Zone 1@Well 4,MFR - gas - Zone 1@Well 4,MFR - oil - Zone 1@Well 4,MFR - total - Zone 1@Well 4,Std VFR - gas - Zone 1@Well 4,Std VFR - oil - Zone 1@Well 4,Pressure@Wellbore1 P 600m,MFR - gas@Wellbore1 P MFR,MFR - oil@Wellbore1 P MFR,MFR - bubbles@Wellbore1 P MFR,MFR - droplets@Wellbore1 P MFR,MFR - total gas@Wellbore1 P MFR,MFR - total liquid@Wellbore1 P MFR,MFR - total@Wellbore1 P MFR,Pressure@Wellbore1 P MFR,Pressure@Wellbore2 P 600m,MFR - gas@Wellbore2 P MFR,MFR - oil@Wellbore2 P MFR,MFR - bubbles@Wellbore2 P MFR,MFR - droplets@Wellbore2 P MFR,MFR - total gas@Wellbore2 P MFR,MFR - total liquid@Wellbore2 P MFR,MFR - total@Wellbore2 P MFR,Pressure@Wellbore2 P MFR,Pressure@Wellbore3 P 600m,MFR - gas@Wellbore3 P MFR,MFR - oil@Wellbore3 P MFR,MFR - bubbles@Wellbore3 P MFR,MFR - droplets@Wellbore3 P MFR,MFR - total gas@Wellbore3 P MFR,MFR - total liquid@Wellbore3 P MFR,MFR - total@Wellbore3 P MFR,Pressure@Wellbore3 P MFR,Pressure@Wellbore4 P 600m,MFR - gas@Wellbore4 P MFR,MFR - oil@Wellbore4 P MFR,MFR - bubbles@Wellbore4 P MFR,MFR - droplets@Wellbore4 P MFR,MFR - total gas@Wellbore4 P MFR,MFR - total liquid@Wellbore4 P MFR,MFR - total@Wellbore4 P MFR,Pressure@Wellbore4 P MFR,MFR - gas@WH Choke 1,MFR - oil@WH Choke 1,MFR - liquid - 2 phase@WH Choke 1,MFR - total - 2 phase@WH Choke 1,Opening fraction@WH Choke 1,Pressure drop@WH Choke 1,Pressure Left@WH Choke 1,Pressure Right@WH Choke 1,MFR - gas@WH Choke 2,MFR - oil@WH Choke 2,MFR - liquid - 2 phase@WH Choke 2,MFR - total - 2 phase@WH Choke 2,Opening fraction@WH Choke 2,Pressure drop@WH Choke 2,Pressure Left@WH Choke 2,Pressure Right@WH Choke 2,MFR - gas@WH Choke 3,MFR - oil@WH Choke 3,MFR - liquid - 2 phase@WH Choke 3,MFR - total - 2 phase@WH Choke 3,Opening fraction@WH Choke 3,Pressure drop@WH Choke 3,Pressure Left@WH Choke 3,Pressure Right@WH Choke 3,MFR - gas@WH Choke 4,MFR - oil@WH Choke 4,MFR - liquid - 2 phase@WH Choke 4,MFR - total - 2 phase@WH Choke 4,Opening fraction@WH Choke 4,Pressure drop@WH Choke 4,Pressure Left@WH Choke 4,Pressure Right@WH Choke 4
[s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara]
5330.0,0.0,-249.82529,0.0,0.0,0.0,-249.82529,-249.82529,183.97328,0.0,-249.79314,0.0,0.0,0.0,-249.79314,-249.79314,164.24728,0.0,-249.82529,0.0,0.0,0.0,-249.82529,-249.82529,183.97328,0.0,-249.79314,0.0,0.0,0.0,-249.79314,-249.79314,164.24728,0.0,-499.65958,0.0,0.0,0.0,-499.65958,-499.65958,185.22209,0.0,-500.02737,0.0,0.0,0.0,-500.02737,-500.02737,197.50387,0.0,-124.89470,-124.89470,244.89466,18.296489,18.296489,0.0,-124.89470,-124.89470,-5773237.3,0.0,0.0,-124.89470,-124.89470,244.89466,18.296489,18.296489,0.0,-124.89470,-124.89470,-5773237.3,0.0,0.0,-124.89470,-124.89470,244.89466,18.296489,18.296489,0.0,-124.89470,-124.89470,-5773237.3,0.0,0.0,-124.89470,-124.89470,244.89466,18.296489,18.296489,0.0,-124.89470,-124.89470,-5773237.3,0.0,196.17553,0.0,-124.89560,0.0,0.0,0.0,-124.89560,-124.89560,150.61183,196.17553,0.0,-124.89560,0.0,0.0,0.0,-124.89560,-124.89560,150.61183,196.17553,0.0,-124.89560,0.0,0.0,0.0,-124.89560,-124.89560,150.61183,196.17553,0.0,-124.89560,0.0,0.0,0.0,-124.89560,-124.89560,150.61183,0.0,-124.89560,-124.89560,-124.89560,1.0000000,-13.049759,150.61183,162.88030,0.0,-124.89560,-124.89560,-124.89560,1.0000000,-13.049759,150.61183,162.88030,0.0,-124.89560,-124.89560,-124.89560,1.0000000,-13.049759,150.61183,162.88030,0.0,-124.89560,-124.89560,-124.89560,1.0000000,-13.049759,150.61183,162.88030,
5340.0,0.0,-249.82599,0.0,0.0,0.0,-249.82599,-249.82599,183.97408,0.0,-249.79407,0.0,0.0,0.0,-249.79407,-249.79407,164.24796,0.0,-249.82599,0.0,0.0,0.0,-249.82599,-249.82599,183.97408,0.0,-249.79407,0.0,0.0,0.0,-249.79407,-249.79407,164.24796,0.0,-499.66091,0.0,0.0,0.0,-499.66091,-499.66091,185.22290,0.0,-500.02595,0.0,0.0,0.0,-500.02595,-500.02595,197.50463,0.0,-124.89519,-124.89519,244.89514,18.296489,18.296489,0.0,-124.89519,-124.89519,-5773259.6,0.0,0.0,-124.89519,-124.89519,244.89514,18.296489,18.296489,0.0,-124.89519,-124.89519,-5773259.6,0.0,0.0,-124.89519,-124.89519,244.89514,18.296489,18.296489,0.0,-124.89519,-124.89519,-5773259.6,0.0,0.0,-124.89519,-124.89519,244.89514,18.296489,18.296489,0.0,-124.89519,-124.89519,-5773259.6,0.0,196.17606,0.0,-124.89608,0.0,0.0,0.0,-124.89608,-124.89608,150.61241,196.17606,0.0,-124.89608,0.0,0.0,0.0,-124.89608,-124.89608,150.61241,196.17606,0.0,-124.89608,0.0,0.0,0.0,-124.89608,-124.89608,150.61241,196.17606,0.0,-124.89608,0.0,0.0,0.0,-124.89608,-124.89608,150.61241,0.0,-124.89608,-124.89608,-124.89608,1.0000000,-13.049851,150.61241,162.88097,0.0,-124.89608,-124.89608,-124.89608,1.0000000,-13.049851,150.61241,162.88097,0.0,-124.89608,-124.89608,-124.89608,1.0000000,-13.049851,150.61241,162.88097,0.0,-124.89608,-124.89608,-124.89608,1.0000000,-13.049851,150.61241,162.88097,
5350.0,0.0,-249.82669,0.0,0.0,0.0,-249.82669,-249.82669,183.97488,0.0,-249.79500,0.0,0.0,0.0,-249.79500,-249.79500,164.24864,0.0,-249.82669,0.0,0.0,0.0,-249.82669,-249.82669,183.97488,0.0,-249.79500,0.0,0.0,0.0,-249.79500,-249.79500,164.24864,0.0,-499.66223,0.0,0.0,0.0,-499.66223,-499.66223,185.22370,0.0,-500.02455,0.0,0.0,0.0,-500.02455,-500.02455,197.50539,0.0,-124.89566,-124.89566,244.89562,18.296489,18.296489,0.0,-124.89566,-124.89566,-5773281.8,0.0,0.0,-124.89566,-124.89566,244.89562,18.296489,18.296489,0.0,-124.89566,-124.89566,-5773281.8,0.0,0.0,-124.89566,-124.89566,244.89562,18.296489,18.296489,0.0,-124.89566,-124.89566,-5773281.8,0.0,0.0,-124.89566,-124.89566,244.89562,18.296489,18.296489,0.0,-124.89566,-124.89566,-5773281.8,0.0,196.17659,0.0,-124.89655,0.0,0.0,0.0,-124.89655,-124.89655,150.61299,196.17659,0.0,-124.89655,0.0,0.0,0.0,-124.89655,-124.89655,150.61299,196.17659,0.0,-124.89655,0.0,0.0,0.0,-124.89655,-124.89655,150.61299,196.17659,0.0,-124.89655,0.0,0.0,0.0,-124.89655,-124.89655,150.61299,0.0,-124.89655,-124.89655,-124.89655,1.0000000,-13.049942,150.61299,162.88164,0.0,-124.89655,-124.89655,-124.89655,1.0000000,-13.049942,150.61299,162.88164,0.0,-124.89655,-124.89655,-124.89655,1.0000000,-13.049942,150.61299,162.88164,0.0,-124.89655,-124.89655,-124.89655,1.0000000,-13.049942,150.61299,162.88164,
5360.0,0.0,-249.82738,0.0,0.0,0.0,-249.82738,-249.82738,183.97567,0.0,-249.79593,0.0,0.0,0.0,-249.79593,-249.79593,164.24932,0.0,-249.82738,0.0,0.0,0.0,-249.82738,-249.82738,183.97567,0.0,-249.79593,0.0,0.0,0.0,-249.79593,-249.79593,164.24932,0.0,-499.66355,0.0,0.0,0.0,-499.66355,-499.66355,185.22450,0.0,-500.02316,0.0,0.0,0.0,-500.02316,-500.02316,197.50613,0.0,-124.89614,-124.89614,244.89609,18.296489,18.296489,0.0,-124.89614,-124.89614,-5773303.7,0.0,0.0,-124.89614,-124.89614,244.89609,18.296489,18.296489,0.0,-124.89614,-124.89614,-5773303.7,0.0,0.0,-124.89614,-124.89614,244.89609,18.296489,18.296489,0.0,-124.89614,-124.89614,-5773303.7,0.0,0.0,-124.89614,-124.89614,244.89609,18.296489,18.296489,0.0,-124.89614,-124.89614,-5773303.7,0.0,196.17712,0.0,-124.89702,0.0,0.0,0.0,-124.89702,-124.89702,150.61356,196.17712,0.0,-124.89702,0.0,0.0,0.0,-124.89702,-124.89702,150.61356,196.17712,0.0,-124.89702,0.0,0.0,0.0,-124.89702,-124.89702,150.61356,196.17712,0.0,-124.89702,0.0,0.0,0.0,-124.89702,-124.89702,150.61356,0.0,-124.89702,-124.89702,-124.89702,1.0000000,-13.050033,150.61356,162.88231,0.0,-124.89702,-124.89702,-124.89702,1.0000000,-13.050033,150.61356,162.88231,0.0,-124.89702,-124.89702,-124.89702,1.0000000,-13.050033,150.61356,162.88231,0.0,-124.89702,-124.89702,-124.89702,1.0000000,-13.050033,150.61356,162.88231,
5370.0,0.0,-249.82806,0.0,0.0,0.0,-249.82806,-249.82806,183.97645,0.0,-249.79684,0.0,0.0,0.0,-249.79684,-249.79684,164.24999,0.0,-249.82806,0.0,0.0,0.0,-249.82806,-249.82806,183.97645,0.0,-249.79684,0.0,0.0,0.0,-249.79684,-249.79684,164.24999,0.0,-499.66485,0.0,0.0,0.0,-499.66485,-499.66485,185.22529,0.0,-500.02177,0.0,0.0,0.0,-500.02177,-500.02177,197.50688,0.0,-124.89661,-124.89661,244.89656,18.296489,18.296489,0.0,-124.89661,-124.89661,-5773325.5,0.0,0.0,-124.89661,-124.89661,244.89656,18.296489,18.296489,0.0,-124.89661,-124.89661,-5773325.5,0.0,0.0,-124.89661,-124.89661,244.89656,18.296489,18.296489,0.0,-124.89661,-124.89661,-5773325.5,0.0,0.0,-124.89661,-124.89661,244.89656,18.296489,18.296489,0.0,-124.89661,-124.89661,-5773325.5,0.0,196.17765,0.0,-124.89748,0.0,0.0,0.0,-124.89748,-124.89748,150.61413,196.17765,0.0,-124.89748,0.0,0.0,0.0,-124.89748,-124.89748,150.61413,196.17765,0.0,-124.89748,0.0,0.0,0.0,-124.89748,-124.89748,150.61413,196.17765,0.0,-124.89748,0.0,0.0,0.0,-124.89748,-124.89748,150.61413,0.0,-124.89748,-124.89748,-124.89748,1.0000000,-13.050123,150.61413,162.88297,0.0,-124.89748,-124.89748,-124.89748,1.0000000,-13.050123,150.61413,162.88297,0.0,-124.89748,-124.89748,-124.89748,1.0000000,-13.050123,150.61413,162.88297,0.0,-124.89748,-124.89748,-124.89748,1.0000000,-13.050123,150.61413,162.88297,
5380.0,0.0,-249.82874,0.0,0.0,0.0,-249.82874,-249.82874,183.97723,0.0,-249.79775,0.0,0.0,0.0,-249.79775,-249.79775,164.25065,0.0,-249.82874,0.0,0.0,0.0,-249.82874,-249.82874,183.97723,0.0,-249.79775,0.0,0.0,0.0,-249.79775,-249.79775,164.25065,0.0,-499.66614,0.0,0.0,0.0,-499.66614,-499.66614,185.22607,0.0,-500.02040,0.0,0.0,0.0,-500.02040,-500.02040,197.50761,0.0,-124.89708,-124.89708,244.89703,18.296489,18.296489,0.0,-124.89708,-124.89708,-5773347.2,0.0,0.0,-124.89708,-124.89708,244.89703,18.296489,18.296489,0.0,-124.89708,-124.89708,-5773347.2,0.0,0.0,-124.89708,-124.89708,244.89703,18.296489,18.296489,0.0,-124.89708,-124.89708,-5773347.2,0.0,0.0,-124.89708,-124.89708,244.89703,18.296489,18.296489,0.0,-124.89708,-124.89708,-5773347.2,0.0,196.17817,0.0,-124.89795,0.0,0.0,0.0,-124.89795,-124.89795,150.61470,196.17817,0.0,-124.89795,0.0,0.0,0.0,-124.89795,-124.89795,150.61470,196.17817,0.0,-124.89795,0.0,0.0,0.0,-124.89795,-124.89795,150.61470,196.17817,0.0,-124.89795,0.0,0.0,0.0,-124.89795,-124.89795,150.61470,0.0,-124.89795,-124.89795,-124.89795,1.0000000,-13.050213,150.61470,162.88362,0.0,-124.89795,-124.89795,-124.89795,1.0000000,-13.050213,150.61470,162.88362,0.0,-124.89795,-124.89795,-124.89795,1.0000000,-13.050213,150.61470,162.88362,0.0,-124.89795,-124.89795,-124.89795,1.0000000,-13.050213,150.61470,162.88362,
5390.0,0.0,-249.82941,0.0,0.0,0.0,-249.82941,-249.82941,183.97800,0.0,-249.79866,0.0,0.0,0.0,-249.79866,-249.79866,164.25131,0.0,-249.82941,0.0,0.0,0.0,-249.82941,-249.82941,183.97800,0.0,-249.79866,0.0,0.0,0.0,-249.79866,-249.79866,164.25131,0.0,-499.66743,0.0,0.0,0.0,-499.66743,-499.66743,185.22685,0.0,-500.01904,0.0,0.0,0.0,-500.01904,-500.01904,197.50835,0.0,-124.89754,-124.89754,244.89750,18.296489,18.296489,0.0,-124.89754,-124.89754,-5773368.6,0.0,0.0,-124.89754,-124.89754,244.89750,18.296489,18.296489,0.0,-124.89754,-124.89754,-5773368.6,0.0,0.0,-124.89754,-124.89754,244.89750,18.296489,18.296489,0.0,-124.89754,-124.89754,-5773368.6,0.0,0.0,-124.89754,-124.89754,244.89750,18.296489,18.296489,0.0,-124.89754,-124.89754,-5773368.6,0.0,196.17869,0.0,-124.89840,0.0,0.0,0.0,-124.89840,-124.89840,150.61526,196.17869,0.0,-124.89840,0.0,0.0,0.0,-124.89840,-124.89840,150.61526,196.17869,0.0,-124.89840,0.0,0.0,0.0,-124.89840,-124.89840,150.61526,196.17869,0.0,-124.89840,0.0,0.0,0.0,-124.89840,-124.89840,150.61526,0.0,-124.89840,-124.89840,-124.89840,1.0000000,-13.050301,150.61526,162.88427,0.0,-124.89840,-124.89840,-124.89840,1.0000000,-13.050301,150.61526,162.88427,0.0,-124.89840,-124.89840,-124.89840,1.0000000,-13.050301,150.61526,162.88427,0.0,-124.89840,-124.89840,-124.89840,1.0000000,-13.050301,150.61526,162.88427,
5400.0,0.0,-249.83008,0.0,0.0,0.0,-249.83008,-249.83008,183.97876,0.0,-249.79955,0.0,0.0,0.0,-249.79955,-249.79955,164.25196,0.0,-249.83008,0.0,0.0,0.0,-249.83008,-249.83008,183.97876,0.0,-249.79955,0.0,0.0,0.0,-249.79955,-249.79955,164.25196,0.0,-499.66870,0.0,0.0,0.0,-499.66870,-499.66870,185.22762,0.0,-500.01769,0.0,0.0,0.0,-500.01769,-500.01769,197.50907,0.0,-124.89801,-124.89801,244.89796,18.296489,18.296489,0.0,-124.89801,-124.89801,-5773390.0,0.0,0.0,-124.89801,-124.89801,244.89796,18.296489,18.296489,0.0,-124.89801,-124.89801,-5773390.0,0.0,0.0,-124.89801,-124.89801,244.89796,18.296489,18.296489,0.0,-124.89801,-124.89801,-5773390.0,0.0,0.0,-124.89801,-124.89801,244.89796,18.296489,18.296489,0.0,-124.89801,-124.89801,-5773390.0,0.0,196.17920,0.0,-124.89886,0.0,0.0,0.0,-124.89886,-124.89886,150.61581,196.17920,0.0,-124.89886,0.0,0.0,0.0,-124.89886,-124.89886,150.61581,196.17920,0.0,-124.89886,0.0,0.0,0.0,-124.89886,-124.89886,150.61581,196.17920,0.0,-124.89886,0.0,0.0,0.0,-124.89886,-124.89886,150.61581,0.0,-124.89886,-124.89886,-124.89886,1.0000000,-13.050390,150.61581,162.88492,0.0,-124.89886,-124.89886,-124.89886,1.0000000,-13.050390,150.61581,162.88492,0.0,-124.89886,-124.89886,-124.89886,1.0000000,-13.050390,150.61581,162.88492,0.0,-124.89886,-124.89886,-124.89886,1.0000000,-13.050390,150.61581,162.88492,
5410.0,0.0,-249.83075,0.0,0.0,0.0,-249.83075,-249.83075,183.97952,0.0,-249.80044,0.0,0.0,0.0,-249.80044,-249.80044,164.25261,0.0,-249.83075,0.0,0.0,0.0,-249.83075,-249.83075,183.97952,0.0,-249.80044,0.0,0.0,0.0,-249.80044,-249.80044,164.25261,0.0,-499.66996,0.0,0.0,0.0,-499.66996,-499.66996,185.22839,0.0,-500.01635,0.0,0.0,0.0,-500.01635,-500.01635,197.50979,0.0,-124.89846,-124.89846,244.89842,18.296489,18.296489,0.0,-124.89846,-124.89846,-5773411.1,0.0,0.0,-124.89846,-124.89846,244.89842,18.296489,18.296489,0.0,-124.89846,-124.89846,-5773411.1,0.0,0.0,-124.89846,-124.89846,244.89842,18.296489,18.296489,0.0,-124.89846,-124.89846,-5773411.1,0.0,0.0,-124.89846,-124.89846,244.89842,18.296489,18.296489,0.0,-124.89846,-124.89846,-5773411.1,0.0,196.17971,0.0,-124.89931,0.0,0.0,0.0,-124.89931,-124.89931,150.61637,196.17971,0.0,-124.89931,0.0,0.0,0.0,-124.89931,-124.89931,150.61637,196.17971,0.0,-124.89931,0.0,0.0,0.0,-124.89931,-124.89931,150.61637,196.17971,0.0,-124.89931,0.0,0.0,0.0,-124.89931,-124.89931,150.61637,0.0,-124.89931,-124.89931,-124.89931,1.0000000,-13.050477,150.61637,162.88556,0.0,-124.89931,-124.89931,-124.89931,1.0000000,-13.050477,150.61637,162.88556,0.0,-124.89931,-124.89931,-124.89931,1.0000000,-13.050477,150.61637,162.88556,0.0,-124.89931,-124.89931,-124.89931,1.0000000,-13.050477,150.61637,162.88556,
5420.0,0.0,-249.83140,0.0,0.0,0.0,-249.83140,-249.83140,183.98028,0.0,-249.80132,0.0,0.0,0.0,-249.80132,-249.80132,164.25326,0.0,-249.83140,0.0,0.0,0.0,-249.83140,-249.83140,183.98028,0.0,-249.80132,0.0,0.0,0.0,-249.80132,-249.80132,164.25326,0.0,-499.67121,0.0,0.0,0.0,-499.67121,-499.67121,185.22915,0.0,-500.01501,0.0,0.0,0.0,-500.01501,-500.01501,197.51051,0.0,-124.89892,-124.89892,244.89887,18.296489,18.296489,0.0,-124.89892,-124.89892,-5773432.1,0.0,0.0,-124.89892,-124.89892,244.89887,18.296489,18.296489,0.0,-124.89892,-124.89892,-5773432.1,0.0,0.0,-124.89892,-124.89892,244.89887,18.296489,18.296489,0.0,-124.89892,-124.89892,-5773432.1,0.0,0.0,-124.89892,-124.89892,244.89887,18.296489,18.296489,0.0,-124.89892,-124.89892,-5773432.1,0.0,196.18021,0.0,-124.89976,0.0,0.0,0.0,-124.89976,-124.89976,150.61691,196.18021,0.0,-124.89976,0.0,0.0,0.0,-124.89976,-124.89976,150.61691,196.18021,0.0,-124.89976,0.0,0.0,0.0,-124.89976,-124.89976,150.61691,196.18021,0.0,-124.89976,0.0,0.0,0.0,-124.89976,-124.89976,150.61691,0.0,-124.89976,-124.89976,-124.89976,1.0000000,-13.050564,150.61691,162.88619,0.0,-124.89976,-124.89976,-124.89976,1.0000000,-13.050564,150.61691,162.88619,0.0,-124.89976,-124.89976,-124.89976,1.0000000,-13.050564,150.61691,162.88619,0.0,-124.89976,-124.89976,-124.89976,1.0000000,-13.050564,150.61691,162.88619,
5430.0,0.0,-249.83205,0.0,0.0,0.0,-249.83205,-249.83205,183.98103,0.0,-249.80220,0.0,0.0,0.0,-249.80220,-249.80220,164.25390,0.0,-249.83205,0.0,0.0,0.0,-249.83205,-249.83205,183.98103,0.0,-249.80220,0.0,0.0,0.0,-249.80220,-249.80220,164.25390,0.0,-499.67245,0.0,0.0,0.0,-499.67245,-499.67245,185.22990,0.0,-500.01369,0.0,0.0,0.0,-500.01369,-500.01369,197.51122,0.0,-124.89937,-124.89937,244.89932,18.296489,18.296489,0.0,-124.89937,-124.89937,-5773453.0,0.0,0.0,-124.89937,-124.89937,244.89932,18.296489,18.296489,0.0,-124.89937,-124.89937,-5773453.0,0.0,0.0,-124.89937,-124.89937,244.89932,18.296489,18.296489,0.0,-124.89937,-124.89937,-5773453.0,0.0,0.0,-124.89937,-124.89937,244.89932,18.296489,18.296489,0.0,-124.89937,-124.89937,-5773453.0,0.0,196.18072,0.0,-124.90020,0.0,0.0,0.0,-124.90020,-124.90020,150.61746,196.18072,0.0,-124.90020,0.0,0.0,0.0,-124.90020,-124.90020,150.61746,196.18072,0.0,-124.90020,0.0,0.0,0.0,-124.90020,-124.90020,150.61746,196.18072,0.0,-124.90020,0.0,0.0,0.0,-124.90020,-124.90020,150.61746,0.0,-124.90020,-124.90020,-124.90020,1.0000000,-13.050650,150.61746,162.88683,0.0,-124.90020,-124.90020,-124.90020,1.0000000,-13.050650,150.61746,162.88683,0.0,-124.90020,-124.90020,-124.90020,1.0000000,-13.050650,150.61746,162.88683,0.0,-124.90020,-124.90020,-124.90020,1.0000000,-13.050650,150.61746,162.88683,
5440.0,0.0,-249.83269,0.0,0.0,0.0,-249.83269,-249.83269,183.98177,0.0,-249.80307,0.0,0.0,0.0,-249.80307,-249.80307,164.25453,0.0,-249.83269,0.0,0.0,0.0,-249.83269,-249.83269,183.98177,0.0,-249.80307,0.0,0.0,0.0,-249.80307,-249.80307,164.25453,0.0,-499.67365,0.0,0.0,0.0,-499.67365,-499.67365,185.23065,0.0,-500.01237,0.0,0.0,0.0,-500.01237,-500.01237,197.51193,0.0,-124.89982,-124.89982,244.89977,18.296489,18.296489,0.0,-124.89982,-124.89982,-5773473.7,0.0,0.0,-124.89982,-124.89982,244.89977,18.296489,18.296489,0.0,-124.89982,-124.89982,-5773473.7,0.0,0.0,-124.89982,-124.89982,244.89977,18.296489,18.296489,0.0,-124.89982,-124.89982,-5773473.7,0.0,0.0,-124.89982,-124.89982,244.89977,18.296489,18.296489,0.0,-124.89982,-124.89982,-5773473.7,0.0,196.18121,0.0,-124.90064,0.0,0.0,0.0,-124.90064,-124.90064,150.61800,196.18121,0.0,-124.90064,0.0,0.0,0.0,-124.90064,-124.90064,150.61800,196.18121,0.0,-124.90064,0.0,0.0,0.0,-124.90064,-124.90064,150.61800,196.18121,0.0,-124.90064,0.0,0.0,0.0,-124.90064,-124.90064,150.61800,0.0,-124.90064,-124.90064,-124.90064,1.0000000,-13.050735,150.61800,162.88745,0.0,-124.90064,-124.90064,-124.90064,1.0000000,-13.050735,150.61800,162.88745,0.0,-124.90064,-124.90064,-124.90064,1.0000000,-13.050735,150.61800,162.88745,0.0,-124.90064,-124.90064,-124.90064,1.0000000,-13.050735,150.61800,162.88745,
